epoch:0
Wed Oct 28 01:49:11 2020 Epoch 0, lr: 0.0010000, val loss: 118.90921, acc: 58.60000
Tue Nov 10 15:55:42 2020 Epoch 3, lr: 0.0001000, val loss: 75.74384, acc: 75.46000
Tue Nov 10 15:56:07 2020 Epoch 4, lr: 0.0001000, val loss: 56.20790, acc: 81.33000
Tue Nov 10 15:56:31 2020 Epoch 5, lr: 0.0001000, val loss: 48.61974, acc: 83.30000
Tue Nov 10 15:56:56 2020 Epoch 6, lr: 0.0001000, val loss: 46.89533, acc: 84.08000
Tue Nov 10 15:57:20 2020 Epoch 7, lr: 0.0001000, val loss: 48.46605, acc: 83.85000
Tue Nov 10 15:57:44 2020 Epoch 8, lr: 0.0001000, val loss: 42.30675, acc: 85.94000
Tue Nov 10 15:58:09 2020 Epoch 9, lr: 0.0001000, val loss: 41.87125, acc: 85.72000
Tue Nov 10 15:58:33 2020 Epoch 10, lr: 0.0001000, val loss: 39.21815, acc: 86.92000
Tue Nov 10 15:58:58 2020 Epoch 11, lr: 0.0001000, val loss: 39.28681, acc: 86.73000
Tue Nov 10 15:59:22 2020 Epoch 12, lr: 0.0001000, val loss: 37.12416, acc: 87.90000
Tue Nov 10 15:59:46 2020 Epoch 13, lr: 0.0001000, val loss: 36.78698, acc: 87.69000
Tue Nov 10 16:00:09 2020 Epoch 14, lr: 0.0001000, val loss: 35.58684, acc: 88.11000
Tue Nov 10 16:00:33 2020 Epoch 15, lr: 0.0001000, val loss: 46.47980, acc: 85.80000
Tue Nov 10 16:00:57 2020 Epoch 16, lr: 0.0001000, val loss: 35.23893, acc: 89.10000
Tue Nov 10 16:01:21 2020 Epoch 17, lr: 0.0001000, val loss: 33.17742, acc: 89.41000
Tue Nov 10 16:01:45 2020 Epoch 18, lr: 0.0001000, val loss: 34.99656, acc: 89.05000
Tue Nov 10 16:02:08 2020 Epoch 19, lr: 0.0001000, val loss: 35.99895, acc: 88.77000
Tue Nov 10 16:02:31 2020 Epoch 20, lr: 0.0001000, val loss: 34.50597, acc: 89.42000
Tue Nov 10 16:02:54 2020 Epoch 21, lr: 0.0000100, val loss: 33.90703, acc: 89.55000
Tue Nov 10 16:04:03 2020 Epoch 0, lr: 0.0001000, val loss: 102.08564, acc: 63.74000
Tue Nov 10 16:04:38 2020 Epoch 1, lr: 0.0001000, val loss: 100.04754, acc: 66.90000
Tue Nov 10 16:05:13 2020 Epoch 2, lr: 0.0001000, val loss: 65.26475, acc: 77.43000
Tue Nov 10 16:05:48 2020 Epoch 3, lr: 0.0001000, val loss: 63.43835, acc: 78.36000
Tue Nov 10 16:06:22 2020 Epoch 4, lr: 0.0001000, val loss: 53.80874, acc: 81.75000
Tue Nov 10 16:10:35 2020 Epoch 0, lr: 0.0001000, val loss: 118.18408, acc: 59.86000
Tue Nov 10 16:11:09 2020 Epoch 1, lr: 0.0001000, val loss: 96.75365, acc: 67.53000
Tue Nov 10 16:11:44 2020 Epoch 2, lr: 0.0001000, val loss: 73.76348, acc: 74.58000
Tue Nov 10 16:12:18 2020 Epoch 3, lr: 0.0001000, val loss: 63.14726, acc: 78.53000
Tue Nov 10 16:12:53 2020 Epoch 4, lr: 0.0001000, val loss: 53.73990, acc: 81.87000
Tue Nov 10 16:13:27 2020 Epoch 5, lr: 0.0001000, val loss: 58.85654, acc: 80.83000
Tue Nov 10 16:14:01 2020 Epoch 6, lr: 0.0001000, val loss: 47.04814, acc: 83.81000
Tue Nov 10 16:14:36 2020 Epoch 7, lr: 0.0001000, val loss: 47.19706, acc: 84.46000
Tue Nov 10 16:15:10 2020 Epoch 8, lr: 0.0001000, val loss: 47.55942, acc: 84.36000
Tue Nov 10 16:15:45 2020 Epoch 9, lr: 0.0001000, val loss: 46.45479, acc: 85.33000
Tue Nov 10 16:16:20 2020 Epoch 10, lr: 0.0001000, val loss: 40.22580, acc: 86.68000
Tue Nov 10 16:16:54 2020 Epoch 11, lr: 0.0001000, val loss: 40.30649, acc: 86.56000
Tue Nov 10 16:17:27 2020 Epoch 12, lr: 0.0001000, val loss: 40.51611, acc: 87.19000
Tue Nov 10 16:18:01 2020 Epoch 13, lr: 0.0001000, val loss: 35.24143, acc: 88.55000
Tue Nov 10 16:18:34 2020 Epoch 14, lr: 0.0001000, val loss: 37.77434, acc: 87.81000
Tue Nov 10 16:19:07 2020 Epoch 15, lr: 0.0001000, val loss: 38.64037, acc: 87.63000
Tue Nov 10 16:19:41 2020 Epoch 16, lr: 0.0001000, val loss: 36.97188, acc: 88.80000
Tue Nov 10 16:20:14 2020 Epoch 17, lr: 0.0000100, val loss: 37.65402, acc: 88.35000
Tue Nov 10 16:20:47 2020 Epoch 18, lr: 0.0000100, val loss: 28.41651, acc: 91.13000
Tue Nov 10 16:21:21 2020 Epoch 19, lr: 0.0000100, val loss: 27.91870, acc: 91.42000
Tue Nov 10 16:21:54 2020 Epoch 20, lr: 0.0000100, val loss: 27.80186, acc: 91.29000
Tue Nov 10 16:22:27 2020 Epoch 21, lr: 0.0000100, val loss: 28.44294, acc: 91.48000
Tue Nov 10 16:23:01 2020 Epoch 22, lr: 0.0000100, val loss: 28.09816, acc: 91.53000
Tue Nov 10 16:23:34 2020 Epoch 23, lr: 0.0000100, val loss: 28.06820, acc: 91.55000
Tue Nov 10 16:24:07 2020 Epoch 24, lr: 0.0000010, val loss: 28.63142, acc: 91.61000
Tue Nov 10 16:24:40 2020 Epoch 25, lr: 0.0000010, val loss: 28.33337, acc: 91.59000
Tue Nov 10 16:25:13 2020 Epoch 26, lr: 0.0000010, val loss: 28.10929, acc: 91.67000
Tue Nov 10 16:25:47 2020 Epoch 27, lr: 0.0000010, val loss: 28.33853, acc: 91.54000
Tue Nov 10 16:26:20 2020 Epoch 28, lr: 0.0000001, val loss: 28.11879, acc: 91.60000
Tue Nov 10 16:26:53 2020 Epoch 29, lr: 0.0000001, val loss: 28.28967, acc: 91.56000
Tue Nov 10 16:27:27 2020 Epoch 30, lr: 0.0000001, val loss: 28.32292, acc: 91.72000
Tue Nov 10 16:28:00 2020 Epoch 31, lr: 0.0000001, val loss: 28.24620, acc: 91.66000
Tue Nov 10 16:28:33 2020 Epoch 32, lr: 0.0000000, val loss: 28.20927, acc: 91.63000
Tue Nov 10 16:29:05 2020 Epoch 33, lr: 0.0000000, val loss: 28.18603, acc: 91.60000
Tue Nov 10 16:29:38 2020 Epoch 34, lr: 0.0000000, val loss: 28.13875, acc: 91.56000
Tue Nov 10 16:30:11 2020 Epoch 35, lr: 0.0000000, val loss: 28.31276, acc: 91.60000
Tue Nov 10 16:30:44 2020 Epoch 36, lr: 0.0000000, val loss: 28.33349, acc: 91.67000
Tue Nov 10 16:31:17 2020 Epoch 37, lr: 0.0000000, val loss: 28.40056, acc: 91.61000
Tue Nov 10 16:31:51 2020 Epoch 38, lr: 0.0000000, val loss: 28.13092, acc: 91.70000
Tue Nov 10 16:32:24 2020 Epoch 39, lr: 0.0000000, val loss: 28.33538, acc: 91.51000
Tue Nov 10 16:32:57 2020 Epoch 40, lr: 0.0000000, val loss: 28.53453, acc: 91.60000
Tue Nov 10 16:33:31 2020 Epoch 41, lr: 0.0000000, val loss: 28.08263, acc: 91.68000
Tue Nov 10 16:34:05 2020 Epoch 42, lr: 0.0000000, val loss: 27.95475, acc: 91.59000
Tue Nov 10 16:34:38 2020 Epoch 43, lr: 0.0000000, val loss: 28.36790, acc: 91.62000
Tue Nov 10 16:35:12 2020 Epoch 44, lr: 0.0000000, val loss: 28.13948, acc: 91.62000
Tue Nov 10 16:35:44 2020 Epoch 45, lr: 0.0000000, val loss: 28.43979, acc: 91.55000
Tue Nov 10 16:36:17 2020 Epoch 46, lr: 0.0000000, val loss: 28.07985, acc: 91.60000
Tue Nov 10 16:36:50 2020 Epoch 47, lr: 0.0000000, val loss: 28.16031, acc: 91.69000
Tue Nov 10 16:37:23 2020 Epoch 48, lr: 0.0000000, val loss: 28.29652, acc: 91.65000
Tue Nov 10 16:37:56 2020 Epoch 49, lr: 0.0000000, val loss: 28.09568, acc: 91.57000
Tue Nov 10 16:38:29 2020 Epoch 50, lr: 0.0000000, val loss: 28.20899, acc: 91.67000
Tue Nov 10 16:39:03 2020 Epoch 51, lr: 0.0000000, val loss: 27.90553, acc: 91.65000
Tue Nov 10 16:39:36 2020 Epoch 52, lr: 0.0000000, val loss: 28.19042, acc: 91.55000
Tue Nov 10 16:40:08 2020 Epoch 53, lr: 0.0000000, val loss: 28.32770, acc: 91.63000
Tue Nov 10 16:40:41 2020 Epoch 54, lr: 0.0000000, val loss: 28.19680, acc: 91.61000
Tue Nov 10 16:41:14 2020 Epoch 55, lr: 0.0000000, val loss: 28.29861, acc: 91.53000
Tue Nov 10 16:41:48 2020 Epoch 56, lr: 0.0000000, val loss: 28.21224, acc: 91.61000
Tue Nov 10 16:42:21 2020 Epoch 57, lr: 0.0000000, val loss: 27.99752, acc: 91.55000
Tue Nov 10 16:42:54 2020 Epoch 58, lr: 0.0000000, val loss: 28.44611, acc: 91.76000
Tue Nov 10 16:43:27 2020 Epoch 59, lr: 0.0000000, val loss: 27.98097, acc: 91.66000
Tue Nov 10 16:44:00 2020 Epoch 60, lr: 0.0000000, val loss: 28.20148, acc: 91.65000
Tue Nov 10 16:44:33 2020 Epoch 61, lr: 0.0000000, val loss: 28.34402, acc: 91.59000
Tue Nov 10 16:45:06 2020 Epoch 62, lr: 0.0000000, val loss: 28.20674, acc: 91.61000
Tue Nov 10 16:45:40 2020 Epoch 63, lr: 0.0000000, val loss: 28.33784, acc: 91.58000
Tue Nov 10 16:46:13 2020 Epoch 64, lr: 0.0000000, val loss: 27.95250, acc: 91.73000
Tue Nov 10 16:46:46 2020 Epoch 65, lr: 0.0000000, val loss: 28.69316, acc: 91.62000
Tue Nov 10 16:47:19 2020 Epoch 66, lr: 0.0000000, val loss: 28.15944, acc: 91.66000
Tue Nov 10 16:47:52 2020 Epoch 67, lr: 0.0000000, val loss: 28.28530, acc: 91.66000
Tue Nov 10 16:48:25 2020 Epoch 68, lr: 0.0000000, val loss: 28.40281, acc: 91.56000
Tue Nov 10 16:48:58 2020 Epoch 69, lr: 0.0000000, val loss: 28.30139, acc: 91.70000
Tue Nov 10 16:49:31 2020 Epoch 70, lr: 0.0000000, val loss: 28.07932, acc: 91.64000
Tue Nov 10 16:50:04 2020 Epoch 71, lr: 0.0000000, val loss: 28.14723, acc: 91.56000
Tue Nov 10 16:50:37 2020 Epoch 72, lr: 0.0000000, val loss: 28.19061, acc: 91.67000
Tue Nov 10 16:51:11 2020 Epoch 73, lr: 0.0000000, val loss: 28.51959, acc: 91.60000
Tue Nov 10 16:51:45 2020 Epoch 74, lr: 0.0000000, val loss: 27.81913, acc: 91.78000
Tue Nov 10 16:52:19 2020 Epoch 75, lr: 0.0000000, val loss: 28.48200, acc: 91.60000
Tue Nov 10 16:52:52 2020 Epoch 76, lr: 0.0000000, val loss: 28.23800, acc: 91.63000
Tue Nov 10 16:53:26 2020 Epoch 77, lr: 0.0000000, val loss: 28.26444, acc: 91.63000
Tue Nov 10 16:53:59 2020 Epoch 78, lr: 0.0000000, val loss: 28.07558, acc: 91.57000
Tue Nov 10 17:12:25 2020 Epoch 0, lr: 0.0010000, val loss: 130.18602, acc: 54.05000
Tue Nov 10 17:12:41 2020 Epoch 1, lr: 0.0010000, val loss: 102.16902, acc: 64.28000
Wed Nov 11 10:44:06 2020 Epoch 0, lr: 0.0010000, val loss: 145.86719, acc: 50.64000
Wed Nov 11 10:44:21 2020 Epoch 1, lr: -0.0080000, val loss: 4706245.86719, acc: 3.52000
Wed Nov 11 10:44:36 2020 Epoch 2, lr: 0.0010000, val loss: 1287633.46777, acc: 16.04000
Wed Nov 11 10:46:22 2020 Epoch 0, lr: 0.0010000, val loss: 140.52728, acc: 50.41000
Wed Nov 11 10:46:38 2020 Epoch 1, lr: 0.0010000, val loss: 104.19507, acc: 64.35000
Wed Nov 11 10:46:53 2020 Epoch 2, lr: 0.0100000, val loss: 158.36057, acc: 41.43000
Wed Nov 11 10:47:08 2020 Epoch 3, lr: 0.0010000, val loss: 113.10251, acc: 58.80000
Wed Nov 11 10:47:24 2020 Epoch 4, lr: 0.0099590, val loss: 106.45650, acc: 62.44000
Wed Nov 11 10:47:39 2020 Epoch 5, lr: 0.0099078, val loss: 96.80359, acc: 66.57000
Wed Nov 11 10:47:55 2020 Epoch 6, lr: 0.0098365, val loss: 85.55249, acc: 70.60000
Wed Nov 11 10:48:10 2020 Epoch 7, lr: 0.0097453, val loss: 70.38977, acc: 75.43000
Wed Nov 11 10:48:25 2020 Epoch 8, lr: 0.0096346, val loss: 74.27214, acc: 76.17000
Wed Nov 11 10:48:41 2020 Epoch 9, lr: 0.0095048, val loss: 60.86435, acc: 79.85000
Wed Nov 11 10:48:57 2020 Epoch 10, lr: 0.0093566, val loss: 55.17811, acc: 81.23000
Wed Nov 11 10:49:12 2020 Epoch 11, lr: 0.0091904, val loss: 48.29502, acc: 84.41000
Wed Nov 11 10:49:28 2020 Epoch 12, lr: 0.0090071, val loss: 43.51420, acc: 85.64000
Wed Nov 11 10:49:56 2020 Epoch 0, lr: 0.0010000, val loss: 162.84571, acc: 42.07000
Wed Nov 11 10:50:12 2020 Epoch 1, lr: 0.0010000, val loss: 113.58998, acc: 60.11000
Wed Nov 11 10:50:27 2020 Epoch 2, lr: 0.0009959, val loss: 77.59725, acc: 74.05000
Wed Nov 11 10:50:43 2020 Epoch 3, lr: 0.0009908, val loss: 80.44054, acc: 72.64000
Wed Nov 11 10:50:58 2020 Epoch 4, lr: 0.0009836, val loss: 70.28501, acc: 76.78000
Wed Nov 11 10:54:25 2020 Epoch 0, lr: 0.0040000, val loss: 154.34105, acc: 43.87000
Wed Nov 11 10:54:40 2020 Epoch 1, lr: 0.0070000, val loss: 177.14519, acc: 44.22000
Wed Nov 11 10:54:55 2020 Epoch 2, lr: 0.0100000, val loss: 107.52616, acc: 62.27000
Wed Nov 11 10:55:11 2020 Epoch 3, lr: 0.0010000, val loss: 74.06539, acc: 74.28000
Wed Nov 11 10:55:26 2020 Epoch 4, lr: 0.0099590, val loss: 104.85277, acc: 65.56000
Wed Nov 11 10:55:41 2020 Epoch 5, lr: 0.0099078, val loss: 80.20926, acc: 73.25000
Wed Nov 11 10:55:57 2020 Epoch 6, lr: 0.0098365, val loss: 86.48978, acc: 73.43000
Wed Nov 11 10:56:23 2020 Epoch 0, lr: 0.0004000, val loss: 144.76437, acc: 53.81000
Wed Nov 11 10:56:38 2020 Epoch 1, lr: 0.0007000, val loss: 90.71360, acc: 69.88000
Wed Nov 11 10:56:54 2020 Epoch 2, lr: 0.0010000, val loss: 75.84717, acc: 74.24000
Wed Nov 11 10:57:09 2020 Epoch 3, lr: 0.0001000, val loss: 50.61851, acc: 83.10000
Wed Nov 11 10:57:25 2020 Epoch 4, lr: 0.0000999, val loss: 46.52118, acc: 84.76000
Wed Nov 11 10:57:40 2020 Epoch 5, lr: 0.0000996, val loss: 45.92681, acc: 84.64000
Wed Nov 11 10:58:09 2020 Epoch 0, lr: 0.0004000, val loss: 114.54656, acc: 59.99000
Wed Nov 11 10:58:25 2020 Epoch 1, lr: 0.0007000, val loss: 131.33209, acc: 60.04000
Wed Nov 11 10:58:41 2020 Epoch 2, lr: 0.0010000, val loss: 85.62730, acc: 71.80000
Wed Nov 11 10:58:56 2020 Epoch 3, lr: 0.0001000, val loss: 51.00516, acc: 82.95000
Wed Nov 11 10:59:12 2020 Epoch 4, lr: 0.0000999, val loss: 48.13491, acc: 83.84000
Wed Nov 11 10:59:28 2020 Epoch 5, lr: 0.0000996, val loss: 47.79579, acc: 83.98000
Wed Nov 11 10:59:44 2020 Epoch 6, lr: 0.0000991, val loss: 45.45523, acc: 84.68000
Wed Nov 11 11:00:00 2020 Epoch 7, lr: 0.0000984, val loss: 51.23856, acc: 83.29000
Wed Nov 11 11:00:15 2020 Epoch 8, lr: 0.0000975, val loss: 42.79396, acc: 85.83000
Wed Nov 11 11:00:31 2020 Epoch 9, lr: 0.0000963, val loss: 48.48662, acc: 84.56000
Wed Nov 11 11:00:46 2020 Epoch 10, lr: 0.0000950, val loss: 42.56712, acc: 86.41000
Wed Nov 11 11:01:02 2020 Epoch 11, lr: 0.0000936, val loss: 44.36751, acc: 85.38000
Wed Nov 11 11:01:18 2020 Epoch 12, lr: 0.0000919, val loss: 42.22775, acc: 86.62000
Wed Nov 11 11:01:33 2020 Epoch 13, lr: 0.0000901, val loss: 39.90397, acc: 87.17000
Wed Nov 11 11:01:49 2020 Epoch 14, lr: 0.0000881, val loss: 40.22264, acc: 87.76000
Wed Nov 11 11:02:05 2020 Epoch 15, lr: 0.0000859, val loss: 38.22522, acc: 87.78000
Wed Nov 11 11:02:20 2020 Epoch 16, lr: 0.0000836, val loss: 41.36253, acc: 87.06000
Wed Nov 11 11:02:35 2020 Epoch 17, lr: 0.0000812, val loss: 41.30666, acc: 87.44000
Wed Nov 11 11:02:52 2020 Epoch 18, lr: 0.0000786, val loss: 41.05129, acc: 87.87000
Wed Nov 11 11:03:07 2020 Epoch 19, lr: 0.0000759, val loss: 39.36918, acc: 87.85000
Wed Nov 11 11:03:22 2020 Epoch 20, lr: 0.0000731, val loss: 42.98230, acc: 87.14000
Wed Nov 11 11:03:38 2020 Epoch 21, lr: 0.0000702, val loss: 38.27833, acc: 88.81000
Wed Nov 11 11:03:54 2020 Epoch 22, lr: 0.0000673, val loss: 39.00321, acc: 88.51000
Wed Nov 11 11:04:10 2020 Epoch 23, lr: 0.0000642, val loss: 39.38502, acc: 88.92000
Wed Nov 11 11:04:25 2020 Epoch 24, lr: 0.0000611, val loss: 38.46072, acc: 88.75000
Wed Nov 11 11:04:52 2020 Epoch 1, lr: 0.0004000, val loss: 122.49950, acc: 56.30000
Wed Nov 11 11:05:08 2020 Epoch 2, lr: 0.0007000, val loss: 118.32107, acc: 62.25000
Wed Nov 11 11:05:23 2020 Epoch 3, lr: 0.0010000, val loss: 81.54562, acc: 73.04000
Wed Nov 11 11:05:39 2020 Epoch 4, lr: 0.0001000, val loss: 48.94331, acc: 83.24000
Wed Nov 11 11:05:54 2020 Epoch 5, lr: 0.0000999, val loss: 47.67631, acc: 83.86000
Wed Nov 11 11:06:10 2020 Epoch 6, lr: 0.0000996, val loss: 45.03646, acc: 84.48000
Wed Nov 11 11:06:26 2020 Epoch 7, lr: 0.0000990, val loss: 45.47093, acc: 84.65000
Wed Nov 11 11:06:42 2020 Epoch 8, lr: 0.0000982, val loss: 46.25258, acc: 84.61000
Wed Nov 11 11:06:58 2020 Epoch 9, lr: 0.0000972, val loss: 41.47283, acc: 86.21000
Wed Nov 11 11:07:14 2020 Epoch 10, lr: 0.0000960, val loss: 39.50655, acc: 86.69000
Wed Nov 11 11:07:29 2020 Epoch 11, lr: 0.0000946, val loss: 41.93224, acc: 85.99000
Wed Nov 11 11:07:45 2020 Epoch 12, lr: 0.0000930, val loss: 41.47084, acc: 86.68000
Wed Nov 11 11:08:01 2020 Epoch 13, lr: 0.0000912, val loss: 40.75175, acc: 86.88000
Wed Nov 11 11:08:16 2020 Epoch 14, lr: 0.0000892, val loss: 45.08878, acc: 86.07000
Wed Nov 11 11:08:32 2020 Epoch 15, lr: 0.0000871, val loss: 40.51731, acc: 86.92000
Wed Nov 11 11:08:48 2020 Epoch 16, lr: 0.0000848, val loss: 36.29868, acc: 88.38000
Wed Nov 11 11:09:46 2020 Epoch 0, lr: 0.0009990, val loss: 120.40294, acc: 57.09000
Wed Nov 11 11:10:06 2020 Epoch 1, lr: 0.0009961, val loss: 105.86150, acc: 63.78000
Wed Nov 11 11:10:22 2020 Epoch 2, lr: 0.0009911, val loss: 109.45092, acc: 67.10000
Wed Nov 11 11:10:38 2020 Epoch 3, lr: 0.0009843, val loss: 63.68984, acc: 78.66000
Wed Nov 11 11:10:55 2020 Epoch 4, lr: 0.0009755, val loss: 64.96065, acc: 78.89000
Wed Nov 11 11:11:11 2020 Epoch 5, lr: 0.0009649, val loss: 58.99976, acc: 80.72000
Wed Nov 11 11:11:27 2020 Epoch 6, lr: 0.0009524, val loss: 57.31436, acc: 81.70000
Wed Nov 11 11:11:44 2020 Epoch 7, lr: 0.0009382, val loss: 51.07118, acc: 83.16000
Wed Nov 11 11:12:00 2020 Epoch 8, lr: 0.0009222, val loss: 46.76261, acc: 84.70000
Wed Nov 11 11:12:16 2020 Epoch 9, lr: 0.0009045, val loss: 51.82639, acc: 83.15000
Wed Nov 11 11:12:32 2020 Epoch 10, lr: 0.0008853, val loss: 44.12492, acc: 85.88000
Wed Nov 11 11:12:47 2020 Epoch 11, lr: 0.0008645, val loss: 44.15281, acc: 86.48000
Wed Nov 11 11:13:02 2020 Epoch 12, lr: 0.0008423, val loss: 46.64440, acc: 85.39000
Wed Nov 11 11:13:17 2020 Epoch 13, lr: 0.0008187, val loss: 47.62730, acc: 85.28000
